Intensity_economia,Polarization_economia,Subjectivity_economia,Intensity_gimnasio,Polarization_gimnasio,gimnasio,sanitas,adeslas,decathlon,IBEX35_close,crecimiento,date
0.435,0.294,0.061,0.449,0.5,0.583,0.833,0.625,0.145,0.6509999999999999,0.733,2015-09-20
0.528,0.294,0.061,0.447,0.341,0.583,0.833,0.625,0.145,0.6509999999999999,0.733,2015-09-21
0.48700000000000004,0.26899999999999996,0.018000000000000002,0.47200000000000003,0.358,0.583,0.833,0.625,0.145,0.598,0.733,2015-09-22
0.359,0.26899999999999996,0.018000000000000002,0.47200000000000003,0.358,0.583,0.833,0.625,0.145,0.585,0.733,2015-09-23
0.478,0.298,0.086,0.424,0.358,0.583,0.833,0.625,0.145,0.5529999999999999,0.733,2015-09-24
0.455,0.298,0.086,0.536,0.358,0.583,0.833,0.625,0.145,0.5920000000000001,0.733,2015-09-25
0.479,0.33799999999999997,0.136,0.441,0.358,0.583,0.833,0.625,0.145,0.5710000000000001,0.733,2015-09-26
0.479,0.33799999999999997,0.136,0.596,0.44,0.583,0.833,0.625,0.145,0.5710000000000001,0.733,2015-09-27
0.479,0.33799999999999997,0.136,0.516,0.39899999999999997,0.583,0.833,0.625,0.145,0.5710000000000001,0.733,2015-09-28
0.48100000000000004,0.28800000000000003,0.064,0.546,0.36200000000000004,0.583,0.833,0.625,0.145,0.5710000000000001,0.733,2015-09-29
0.431,0.315,0.077,0.435,0.38799999999999996,0.583,0.833,0.625,0.145,0.6,0.733,2015-09-30
0.491,0.315,0.077,0.429,0.396,0.583,0.833,0.625,0.145,0.601,0.733,2015-10-01
0.509,0.261,0.004,0.619,0.444,0.41700000000000004,0.833,0.625,0.217,0.607,0.733,2015-10-02
0.152,0.29600000000000004,0.051,0.561,0.39899999999999997,0.41700000000000004,0.833,0.625,0.217,0.6709999999999999,0.733,2015-10-03
0.41600000000000004,0.29600000000000004,0.051,0.5710000000000001,0.40700000000000003,0.41700000000000004,0.833,0.625,0.217,0.6709999999999999,0.733,2015-10-04
0.523,0.29600000000000004,0.051,0.625,0.368,0.41700000000000004,0.833,0.625,0.217,0.6709999999999999,0.733,2015-10-05
0.41700000000000004,0.26,0.002,0.509,0.37,0.41700000000000004,0.833,0.625,0.217,0.6940000000000001,0.733,2015-10-06
0.483,0.327,0.073,0.377,0.33899999999999997,0.41700000000000004,0.833,0.625,0.217,0.705,0.733,2015-10-07
0.511,0.294,0.064,0.47100000000000003,0.37200000000000005,0.41700000000000004,0.833,0.625,0.217,0.7070000000000001,0.733,2015-10-08
0.22399999999999998,0.303,0.061,0.578,0.344,0.41700000000000004,0.833,0.625,0.217,0.73,0.733,2015-10-09
0.377,0.303,0.061,0.575,0.344,0.41700000000000004,0.833,0.625,0.217,0.7190000000000001,0.733,2015-10-10
0.377,0.303,0.061,0.575,0.344,0.41700000000000004,0.833,0.625,0.217,0.7190000000000001,0.733,2015-10-11
0.488,0.303,0.061,0.41100000000000003,0.344,0.41700000000000004,0.833,0.625,0.217,0.7190000000000001,0.733,2015-10-12
0.436,0.33299999999999996,0.109,0.418,0.344,0.41700000000000004,0.833,0.625,0.217,0.696,0.733,2015-10-13
0.33899999999999997,0.33299999999999996,0.109,0.47200000000000003,0.387,0.41700000000000004,0.833,0.625,0.217,0.682,0.733,2015-10-14
0.513,0.33299999999999996,0.109,0.495,0.321,0.41700000000000004,0.833,0.625,0.217,0.6940000000000001,0.733,2015-10-15
0.49700000000000005,0.315,0.077,0.506,0.429,0.41700000000000004,0.833,0.625,0.217,0.716,0.733,2015-10-16
0.336,0.271,0.026000000000000002,0.48200000000000004,0.429,0.41700000000000004,0.833,0.625,0.217,0.7120000000000001,0.733,2015-10-17
0.336,0.24100000000000002,0.034,0.48200000000000004,0.429,0.41700000000000004,0.833,0.625,0.217,0.7120000000000001,0.733,2015-10-18
0.414,0.24100000000000002,0.034,0.537,0.37799999999999995,0.41700000000000004,0.833,0.625,0.217,0.7120000000000001,0.733,2015-10-19
0.414,0.302,0.07,0.392,0.385,0.41700000000000004,0.833,0.625,0.217,0.693,0.733,2015-10-20
0.494,0.302,0.07,0.523,0.397,0.41700000000000004,0.833,0.625,0.217,0.703,0.733,2015-10-21
0.494,0.26,0.003,0.594,0.408,0.41700000000000004,0.833,0.625,0.217,0.7390000000000001,0.733,2015-10-22
0.424,0.261,0.005,0.595,0.40700000000000003,0.41700000000000004,0.833,0.625,0.217,0.759,0.733,2015-10-23
0.36700000000000005,0.09699999999999999,0.34600000000000003,0.609,0.23199999999999998,0.41700000000000004,0.833,0.625,0.217,0.759,0.733,2015-10-24
0.36700000000000005,0.27,0.025,0.609,0.23199999999999998,0.41700000000000004,0.833,0.625,0.217,0.759,0.733,2015-10-25
0.36700000000000005,0.28800000000000003,0.064,0.5770000000000001,0.38799999999999996,0.41700000000000004,0.833,0.625,0.217,0.759,0.733,2015-10-26
0.36700000000000005,0.28800000000000003,0.064,0.583,0.373,0.41700000000000004,0.833,0.625,0.217,0.732,0.733,2015-10-27
0.483,0.261,0.005,0.556,0.386,0.41700000000000004,0.833,0.625,0.217,0.7490000000000001,0.733,2015-10-28
0.36700000000000005,0.21899999999999997,0.051,0.45899999999999996,0.373,0.41700000000000004,0.833,0.625,0.217,0.745,0.733,2015-10-29
0.402,0.32299999999999995,0.10300000000000001,0.5489999999999999,0.373,0.41700000000000004,0.833,0.625,0.217,0.7390000000000001,0.733,2015-10-30
0.52,0.32299999999999995,0.10300000000000001,0.503,0.373,0.41700000000000004,0.833,0.625,0.217,0.7490000000000001,0.733,2015-10-31
0.35200000000000004,0.32299999999999995,0.10300000000000001,0.541,0.469,0.41700000000000004,0.833,0.625,0.217,0.7490000000000001,0.733,2015-11-01
0.424,0.26,0.003,0.5489999999999999,0.38799999999999996,0.33299999999999996,0.667,0.375,0.261,0.7490000000000001,0.733,2015-11-02
0.409,0.26,0.003,0.55,0.431,0.33299999999999996,0.667,0.375,0.261,0.757,0.733,2015-11-03
0.406,0.261,0.005,0.488,0.39,0.33299999999999996,0.667,0.375,0.261,0.758,0.733,2015-11-04
0.479,0.261,0.005,0.584,0.37799999999999995,0.33299999999999996,0.667,0.375,0.261,0.7509999999999999,0.733,2015-11-05
0.479,0.369,0.10300000000000001,0.517,0.37799999999999995,0.33299999999999996,0.667,0.375,0.261,0.755,0.733,2015-11-06
0.302,0.319,0.051,0.429,0.37799999999999995,0.33299999999999996,0.667,0.375,0.261,0.732,0.733,2015-11-07
0.302,0.319,0.051,0.515,0.382,0.33299999999999996,0.667,0.375,0.261,0.732,0.733,2015-11-08
0.467,0.26,0.002,0.516,0.39899999999999997,0.33299999999999996,0.667,0.375,0.261,0.732,0.733,2015-11-09
0.467,0.26,0.002,0.66,0.479,0.33299999999999996,0.667,0.375,0.261,0.7340000000000001,0.733,2015-11-10
0.418,0.265,0.01,0.561,0.39899999999999997,0.33299999999999996,0.667,0.375,0.261,0.741,0.733,2015-11-11
0.418,0.265,0.01,0.42200000000000004,0.41700000000000004,0.33299999999999996,0.667,0.375,0.261,0.701,0.733,2015-11-12
0.358,0.261,0.015,0.544,0.41700000000000004,0.33299999999999996,0.667,0.375,0.261,0.695,0.733,2015-11-13
0.392,0.261,0.005,0.544,0.41700000000000004,0.33299999999999996,0.667,0.375,0.261,0.698,0.733,2015-11-14
0.392,0.261,0.005,0.40399999999999997,0.41700000000000004,0.33299999999999996,0.667,0.375,0.261,0.698,0.733,2015-11-15
0.392,0.261,0.005,0.601,0.364,0.33299999999999996,0.667,0.375,0.261,0.698,0.733,2015-11-16
0.45299999999999996,0.33299999999999996,0.10300000000000001,0.601,0.364,0.33299999999999996,0.667,0.375,0.261,0.7390000000000001,0.733,2015-11-17
0.397,0.228,0.064,0.552,0.42200000000000004,0.33299999999999996,0.667,0.375,0.261,0.721,0.733,2015-11-18
0.359,0.32299999999999995,0.172,0.552,0.42200000000000004,0.33299999999999996,0.667,0.375,0.261,0.738,0.733,2015-11-19
0.319,0.32299999999999995,0.172,0.591,0.42200000000000004,0.33299999999999996,0.667,0.375,0.261,0.726,0.733,2015-11-20
0.49,0.32299999999999995,0.172,0.466,0.42200000000000004,0.33299999999999996,0.667,0.375,0.261,0.7240000000000001,0.733,2015-11-21
0.294,0.158,0.11599999999999999,0.42700000000000005,0.42200000000000004,0.33299999999999996,0.667,0.375,0.261,0.7240000000000001,0.733,2015-11-22
0.42200000000000004,0.272,0.021,0.42700000000000005,0.389,0.33299999999999996,0.667,0.375,0.261,0.7240000000000001,0.733,2015-11-23
0.5429999999999999,0.272,0.021,0.541,0.37,0.33299999999999996,0.667,0.375,0.261,0.7120000000000001,0.733,2015-11-24
0.456,0.272,0.021,0.541,0.37,0.33299999999999996,0.667,0.375,0.261,0.715,0.733,2015-11-25
0.456,0.516,0.242,0.474,0.37,0.33299999999999996,0.667,0.375,0.261,0.7340000000000001,0.733,2015-11-26
0.636,0.516,0.242,0.495,0.315,0.33299999999999996,0.667,0.375,0.261,0.73,0.733,2015-11-27
0.636,0.516,0.242,0.495,0.371,0.33299999999999996,0.667,0.375,0.261,0.743,0.733,2015-11-28
0.376,0.275,0.14800000000000002,0.495,0.371,0.33299999999999996,0.667,0.375,0.261,0.743,0.733,2015-11-29
0.409,0.275,0.14800000000000002,0.44799999999999995,0.331,0.33299999999999996,0.667,0.375,0.261,0.743,0.733,2015-11-30
0.396,0.275,0.14800000000000002,0.519,0.36700000000000005,0.33299999999999996,0.667,0.375,0.261,0.742,0.733,2015-12-01
0.5529999999999999,0.275,0.14800000000000002,0.428,0.381,0.667,0.667,0.5,0.159,0.735,0.733,2015-12-02
0.41,0.24600000000000002,0.114,0.428,0.381,0.667,0.667,0.5,0.159,0.6920000000000001,0.733,2015-12-03
0.256,0.326,0.092,0.428,0.381,0.667,0.667,0.5,0.159,0.69,0.733,2015-12-04
0.256,0.326,0.092,0.428,0.381,0.667,0.667,0.5,0.159,0.6829999999999999,0.733,2015-12-05
0.47700000000000004,0.326,0.092,0.428,0.381,0.667,0.667,0.5,0.159,0.6829999999999999,0.733,2015-12-06
0.47700000000000004,0.326,0.092,0.586,0.446,0.667,0.667,0.5,0.159,0.6829999999999999,0.733,2015-12-07
0.47700000000000004,0.326,0.092,0.659,0.446,0.667,0.667,0.5,0.159,0.648,0.733,2015-12-08
0.47700000000000004,0.326,0.092,0.447,0.446,0.667,0.667,0.5,0.159,0.647,0.733,2015-12-09
0.418,0.26,0.002,0.452,0.446,0.667,0.667,0.5,0.159,0.638,0.733,2015-12-10
0.385,0.262,0.006999999999999999,0.452,0.446,0.667,0.667,0.5,0.159,0.612,0.733,2015-12-11
0.152,0.247,0.031,0.377,0.446,0.667,0.667,0.5,0.159,0.5770000000000001,0.733,2015-12-12
0.152,0.247,0.031,0.377,0.446,0.667,0.667,0.5,0.159,0.5770000000000001,0.733,2015-12-13
0.369,0.247,0.031,0.377,0.446,0.667,0.667,0.5,0.159,0.5770000000000001,0.733,2015-12-14
0.406,0.247,0.031,0.519,0.42,0.667,0.667,0.5,0.159,0.626,0.733,2015-12-15
0.447,0.263,0.006,0.519,0.42,0.667,0.667,0.5,0.159,0.626,0.733,2015-12-16
0.447,0.263,0.006,0.652,0.444,0.667,0.667,0.5,0.159,0.655,0.733,2015-12-17
0.42200000000000004,0.46,0.259,0.413,0.444,0.667,0.667,0.5,0.159,0.627,0.733,2015-12-18
0.466,0.46,0.259,0.413,0.444,0.667,0.667,0.5,0.159,0.5660000000000001,0.733,2015-12-19
0.45299999999999996,0.261,0.005,0.7240000000000001,0.625,0.667,0.667,0.5,0.159,0.5660000000000001,0.733,2015-12-20
0.45299999999999996,0.261,0.005,0.428,0.301,0.667,0.667,0.5,0.159,0.5660000000000001,0.733,2015-12-21
0.397,0.261,0.005,0.589,0.371,0.667,0.667,0.5,0.159,0.574,0.733,2015-12-22
0.302,0.265,0.012,0.42100000000000004,0.371,0.667,0.667,0.5,0.159,0.614,0.733,2015-12-23
0.302,0.265,0.012,0.42100000000000004,0.371,0.667,0.667,0.5,0.159,0.621,0.733,2015-12-24
0.302,0.265,0.012,0.42100000000000004,0.371,0.667,0.667,0.5,0.159,0.598,0.733,2015-12-25
0.302,0.265,0.012,0.519,0.371,0.667,0.667,0.5,0.159,0.598,0.733,2015-12-26
0.469,0.265,0.012,0.519,0.371,0.667,0.667,0.5,0.159,0.598,0.733,2015-12-27
0.418,0.265,0.012,0.377,0.371,0.667,0.667,0.5,0.159,0.598,0.733,2015-12-28
0.418,0.265,0.012,0.377,0.371,0.667,0.667,0.5,0.159,0.619,0.733,2015-12-29
0.418,0.263,0.008,0.377,0.371,0.667,0.667,0.5,0.159,0.614,0.733,2015-12-30
0.45899999999999996,0.263,0.008,0.879,0.5379999999999999,0.667,0.667,0.5,0.159,0.597,1.0,2015-12-31
0.414,0.266,0.016,0.782,0.5379999999999999,0.667,0.667,0.5,0.159,0.557,1.0,2016-01-01
0.414,0.266,0.016,0.782,0.5379999999999999,0.583,0.667,0.5,0.013999999999999999,0.557,1.0,2016-01-02
0.414,0.282,0.038,0.782,0.44,0.583,0.667,0.5,0.013999999999999999,0.557,1.0,2016-01-03
0.414,0.332,0.009000000000000001,0.782,0.44,0.583,0.667,0.5,0.013999999999999999,0.557,1.0,2016-01-04
0.414,0.332,0.10300000000000001,0.591,0.44,0.583,0.667,0.5,0.013999999999999999,0.56,1.0,2016-01-05
0.42200000000000004,0.332,0.10300000000000001,0.42200000000000004,0.44,0.583,0.667,0.5,0.013999999999999999,0.537,1.0,2016-01-06
0.42200000000000004,0.332,0.10300000000000001,0.519,0.39799999999999996,0.583,0.667,0.5,0.013999999999999999,0.513,1.0,2016-01-07
0.377,0.332,0.07,0.583,0.385,0.583,0.667,0.5,0.013999999999999999,0.48700000000000004,1.0,2016-01-08
0.624,0.332,0.07,0.591,0.385,0.583,0.667,0.5,0.013999999999999999,0.483,1.0,2016-01-09
0.369,0.332,0.07,0.556,0.408,0.583,0.667,0.5,0.013999999999999999,0.483,1.0,2016-01-10
0.33899999999999997,0.332,0.07,0.478,0.37799999999999995,0.583,0.667,0.5,0.013999999999999999,0.483,1.0,2016-01-11
0.32299999999999995,0.332,0.07,0.516,0.37799999999999995,0.583,0.667,0.5,0.013999999999999999,0.488,1.0,2016-01-12
0.32299999999999995,0.332,0.07,0.451,0.37799999999999995,0.583,0.667,0.5,0.013999999999999999,0.491,1.0,2016-01-13
0.897,0.332,0.07,0.5760000000000001,0.375,0.583,0.667,0.5,0.013999999999999999,0.465,1.0,2016-01-14
0.897,0.332,0.07,0.537,0.375,0.583,0.667,0.5,0.013999999999999999,0.423,1.0,2016-01-15
0.897,0.332,0.07,0.546,0.375,0.583,0.667,0.5,0.013999999999999999,0.41,1.0,2016-01-16
0.5529999999999999,0.332,0.07,0.546,0.5,0.583,0.667,0.5,0.013999999999999999,0.41,1.0,2016-01-17
0.5529999999999999,0.332,0.07,0.493,0.5,0.583,0.667,0.5,0.013999999999999999,0.41,1.0,2016-01-18
0.434,0.28800000000000003,0.079,0.445,0.369,0.583,0.667,0.5,0.013999999999999999,0.425,1.0,2016-01-19
0.34,0.266,0.036000000000000004,0.529,0.41100000000000003,0.583,0.667,0.5,0.013999999999999999,0.37799999999999995,1.0,2016-01-20
0.34,0.266,0.036000000000000004,0.52,0.376,0.583,0.667,0.5,0.013999999999999999,0.406,1.0,2016-01-21
0.43799999999999994,0.266,0.036000000000000004,0.44,0.408,0.583,0.667,0.5,0.013999999999999999,0.45399999999999996,1.0,2016-01-22
0.529,0.33899999999999997,0.172,0.43200000000000005,0.32799999999999996,0.583,0.667,0.5,0.013999999999999999,0.42700000000000005,1.0,2016-01-23
0.34,0.262,0.006999999999999999,0.43200000000000005,0.32799999999999996,0.583,0.667,0.5,0.013999999999999999,0.42700000000000005,1.0,2016-01-24
0.377,0.484,0.311,0.594,0.41700000000000004,0.583,0.667,0.5,0.013999999999999999,0.42700000000000005,1.0,2016-01-25
0.377,0.484,0.311,0.49200000000000005,0.379,0.583,0.667,0.5,0.013999999999999999,0.449,1.0,2016-01-26
0.402,0.484,0.311,0.49200000000000005,0.379,0.583,0.667,0.5,0.013999999999999999,0.457,1.0,2016-01-27
0.3,0.484,0.311,0.39,0.335,0.583,0.667,0.5,0.013999999999999999,0.431,1.0,2016-01-28
0.3,0.484,0.311,0.5579999999999999,0.335,0.583,0.667,0.5,0.013999999999999999,0.47,1.0,2016-01-29
0.634,0.484,0.311,0.5529999999999999,0.382,0.583,0.667,0.5,0.013999999999999999,0.466,1.0,2016-01-30
0.634,0.484,0.311,0.40399999999999997,0.382,0.583,0.667,0.5,0.013999999999999999,0.466,1.0,2016-01-31
0.634,0.484,0.311,0.486,0.40700000000000003,0.583,0.667,0.5,0.013999999999999999,0.466,1.0,2016-02-01
0.583,0.11699999999999999,0.172,0.49200000000000005,0.385,0.5,0.667,0.5,0.043,0.42,1.0,2016-02-02
0.649,0.11699999999999999,0.172,0.431,0.368,0.5,0.667,0.5,0.043,0.38299999999999995,1.0,2016-02-03
0.401,0.11699999999999999,0.172,0.521,0.29,0.5,0.667,0.5,0.043,0.41,1.0,2016-02-04
0.401,0.11699999999999999,0.172,0.5489999999999999,0.29,0.5,0.667,0.5,0.043,0.415,1.0,2016-02-05
0.392,0.11699999999999999,0.172,0.5489999999999999,0.29,0.5,0.667,0.5,0.043,0.35,1.0,2016-02-06
0.392,0.11699999999999999,0.172,0.5489999999999999,0.29,0.5,0.667,0.5,0.043,0.35,1.0,2016-02-07
0.38799999999999996,0.11699999999999999,0.172,0.48700000000000004,0.312,0.5,0.667,0.5,0.043,0.35,1.0,2016-02-08
0.38799999999999996,0.11699999999999999,0.172,0.293,0.419,0.5,0.667,0.5,0.043,0.316,1.0,2016-02-09
0.38799999999999996,0.326,0.23800000000000002,0.293,0.419,0.5,0.667,0.5,0.043,0.354,1.0,2016-02-10
0.402,0.29,0.033,0.46399999999999997,0.35100000000000003,0.5,0.667,0.5,0.043,0.285,1.0,2016-02-11
0.402,0.29,0.033,0.501,0.349,0.5,0.667,0.5,0.043,0.315,1.0,2016-02-12
0.402,0.29,0.033,0.575,0.429,0.5,0.667,0.5,0.043,0.36,1.0,2016-02-13
0.35200000000000004,0.26899999999999996,0.022000000000000002,0.575,0.381,0.5,0.667,0.5,0.043,0.36,1.0,2016-02-14
0.332,0.281,0.149,0.575,0.439,0.5,0.667,0.5,0.043,0.36,1.0,2016-02-15
0.392,0.281,0.149,0.603,0.382,0.5,0.667,0.5,0.043,0.353,1.0,2016-02-16
0.392,0.281,0.149,0.515,0.41700000000000004,0.5,0.667,0.5,0.043,0.392,1.0,2016-02-17
0.39399999999999996,0.281,0.149,0.594,0.40399999999999997,0.5,0.667,0.5,0.043,0.38,1.0,2016-02-18
0.311,0.268,0.03,0.43200000000000005,0.385,0.5,0.667,0.5,0.043,0.36200000000000004,1.0,2016-02-19
0.311,0.268,0.03,0.445,0.385,0.5,0.667,0.5,0.043,0.396,1.0,2016-02-20
0.311,0.268,0.03,0.623,0.452,0.5,0.667,0.5,0.043,0.396,1.0,2016-02-21
0.431,0.268,0.03,0.515,0.38799999999999996,0.5,0.667,0.5,0.043,0.396,1.0,2016-02-22
0.431,0.268,0.03,0.515,0.426,0.5,0.667,0.5,0.043,0.375,1.0,2016-02-23
0.431,0.268,0.03,0.384,0.426,0.5,0.667,0.5,0.043,0.331,1.0,2016-02-24
0.43200000000000005,0.26,0.016,0.629,0.382,0.5,0.667,0.5,0.043,0.366,1.0,2016-02-25
0.43700000000000006,0.26,0.003,0.515,0.38,0.5,0.667,0.5,0.043,0.389,1.0,2016-02-26
0.43700000000000006,0.26,0.003,0.515,0.38,0.5,0.667,0.5,0.043,0.409,1.0,2016-02-27
0.43700000000000006,0.26,0.003,0.515,0.38,0.5,0.667,0.5,0.043,0.409,1.0,2016-02-28
0.43700000000000006,0.26,0.003,0.5489999999999999,0.38799999999999996,0.5,0.667,0.5,0.043,0.409,1.0,2016-02-29
0.418,0.26,0.003,0.578,0.444,0.5,0.667,0.5,0.043,0.435,1.0,2016-03-01
0.429,0.26,0.003,0.474,0.44,0.5,0.667,0.375,0.043,0.461,1.0,2016-03-02
0.10300000000000001,0.26,0.003,0.516,0.39899999999999997,0.5,0.667,0.375,0.043,0.462,1.0,2016-03-03
0.10300000000000001,0.266,0.016,0.55,0.373,0.5,0.667,0.375,0.043,0.47,1.0,2016-03-04
0.10300000000000001,0.266,0.016,0.603,0.39899999999999997,0.5,0.667,0.375,0.043,0.465,1.0,2016-03-05
0.10300000000000001,0.266,0.016,0.603,0.39899999999999997,0.5,0.667,0.375,0.043,0.465,1.0,2016-03-06
0.43700000000000006,0.26,0.002,0.449,0.382,0.5,0.667,0.375,0.043,0.465,1.0,2016-03-07
0.47600000000000003,0.26,0.011000000000000001,0.626,0.397,0.5,0.667,0.375,0.043,0.457,1.0,2016-03-08
0.457,0.26,0.011000000000000001,0.49200000000000005,0.402,0.5,0.667,0.375,0.043,0.461,1.0,2016-03-09
0.478,0.26,0.011000000000000001,0.684,0.55,0.5,0.667,0.375,0.043,0.462,1.0,2016-03-10
0.523,0.26899999999999996,0.022000000000000002,0.6459999999999999,0.40399999999999997,0.5,0.667,0.375,0.043,0.518,1.0,2016-03-11
0.5660000000000001,0.26899999999999996,0.022000000000000002,0.537,0.40399999999999997,0.5,0.667,0.375,0.043,0.527,1.0,2016-03-12
0.41700000000000004,0.319,0.051,0.537,0.33299999999999996,0.5,0.667,0.375,0.043,0.527,1.0,2016-03-13
0.41700000000000004,0.319,0.051,0.593,0.33299999999999996,0.5,0.667,0.375,0.043,0.527,1.0,2016-03-14
0.41700000000000004,0.319,0.051,0.596,0.43,0.5,0.667,0.375,0.043,0.5,1.0,2016-03-15
0.47600000000000003,0.319,0.051,0.5670000000000001,0.42700000000000005,0.5,0.667,0.375,0.043,0.496,1.0,2016-03-16
0.47600000000000003,0.319,0.051,0.532,0.41200000000000003,0.5,0.667,0.375,0.043,0.499,1.0,2016-03-17
0.385,0.247,0.114,0.5489999999999999,0.38799999999999996,0.5,0.667,0.375,0.043,0.511,1.0,2016-03-18
0.185,0.247,0.133,0.45799999999999996,0.42,0.5,0.667,0.375,0.043,0.506,1.0,2016-03-19
0.345,0.247,0.133,0.73,0.457,0.5,0.667,0.375,0.043,0.506,1.0,2016-03-20
0.345,0.247,0.133,0.532,0.35700000000000004,0.5,0.667,0.375,0.043,0.506,1.0,2016-03-21
0.414,0.247,0.133,0.586,0.598,0.5,0.667,0.375,0.043,0.501,1.0,2016-03-22
0.414,0.355,0.133,0.586,0.42,0.5,0.667,0.375,0.043,0.49,1.0,2016-03-23
0.53,0.355,0.133,0.596,0.429,0.5,0.667,0.375,0.043,0.466,1.0,2016-03-24
0.53,0.355,0.133,0.596,0.429,0.5,0.667,0.375,0.043,0.469,1.0,2016-03-25
0.53,0.355,0.133,0.61,0.44,0.5,0.667,0.375,0.043,0.469,1.0,2016-03-26
0.53,0.355,0.133,0.659,0.6609999999999999,0.5,0.667,0.375,0.043,0.469,1.0,2016-03-27
0.53,0.355,0.133,0.594,0.451,0.5,0.667,0.375,0.043,0.469,1.0,2016-03-28
0.409,0.33299999999999996,0.079,0.5710000000000001,0.40700000000000003,0.5,0.667,0.375,0.043,0.469,1.0,2016-03-29
0.429,0.33299999999999996,0.079,0.54,0.48200000000000004,0.5,0.667,0.375,0.043,0.48,1.0,2016-03-30
0.424,0.33299999999999996,0.079,0.511,0.48200000000000004,0.5,0.667,0.375,0.043,0.45399999999999996,1.0,2016-03-31
0.49700000000000005,0.33299999999999996,0.079,0.655,0.48200000000000004,0.5,0.667,0.375,0.043,0.433,1.0,2016-04-01
0.49700000000000005,0.33299999999999996,0.079,0.622,0.44,0.41700000000000004,0.5,0.375,0.043,0.43200000000000005,1.0,2016-04-02
0.49700000000000005,0.33299999999999996,0.047,0.434,0.44,0.41700000000000004,0.5,0.375,0.043,0.43200000000000005,1.0,2016-04-03
0.49700000000000005,0.33299999999999996,0.047,0.521,0.44,0.41700000000000004,0.5,0.375,0.043,0.43200000000000005,1.0,2016-04-04
0.49700000000000005,0.33299999999999996,0.047,0.49700000000000005,0.337,0.41700000000000004,0.5,0.375,0.043,0.396,1.0,2016-04-05
0.413,0.33299999999999996,0.10300000000000001,0.5489999999999999,0.38799999999999996,0.41700000000000004,0.5,0.375,0.043,0.39799999999999996,1.0,2016-04-06
0.413,0.33299999999999996,0.10300000000000001,0.545,0.41700000000000004,0.41700000000000004,0.5,0.375,0.043,0.38,1.0,2016-04-07
0.401,0.452,0.341,0.467,0.387,0.41700000000000004,0.5,0.375,0.043,0.40299999999999997,1.0,2016-04-08
0.401,0.452,0.341,0.518,0.43799999999999994,0.41700000000000004,0.5,0.375,0.043,0.415,1.0,2016-04-09
0.401,0.452,0.341,0.6920000000000001,0.539,0.41700000000000004,0.5,0.375,0.043,0.415,1.0,2016-04-10
0.401,0.452,0.341,0.478,0.345,0.41700000000000004,0.5,0.375,0.043,0.415,1.0,2016-04-11
0.414,0.26,0.042,0.541,0.345,0.41700000000000004,0.5,0.375,0.043,0.424,1.0,2016-04-12
0.414,0.26,0.042,0.546,0.38799999999999996,0.41700000000000004,0.5,0.375,0.043,0.47100000000000003,1.0,2016-04-13
0.449,0.27,0.051,0.516,0.38799999999999996,0.41700000000000004,0.5,0.375,0.043,0.478,1.0,2016-04-14
0.413,0.261,0.005,0.424,0.38799999999999996,0.41700000000000004,0.5,0.375,0.043,0.47600000000000003,1.0,2016-04-15
0.409,0.26,0.003,0.5489999999999999,0.38799999999999996,0.41700000000000004,0.5,0.375,0.043,0.48200000000000004,1.0,2016-04-16
0.462,0.26,0.003,0.5489999999999999,0.38799999999999996,0.41700000000000004,0.5,0.375,0.043,0.48200000000000004,1.0,2016-04-17
0.462,0.26,0.003,0.45799999999999996,0.38799999999999996,0.41700000000000004,0.5,0.375,0.043,0.48200000000000004,1.0,2016-04-18
0.406,0.26,0.003,0.42700000000000005,0.38799999999999996,0.41700000000000004,0.5,0.375,0.043,0.49700000000000005,1.0,2016-04-19
0.43,0.26,0.003,0.521,0.385,0.41700000000000004,0.5,0.375,0.043,0.528,1.0,2016-04-20
0.429,0.262,0.079,0.521,0.385,0.41700000000000004,0.5,0.375,0.043,0.537,1.0,2016-04-21
0.429,0.262,0.079,0.5489999999999999,0.38799999999999996,0.41700000000000004,0.5,0.375,0.043,0.5429999999999999,1.0,2016-04-22
0.52,0.42,0.172,0.5489999999999999,0.33899999999999997,0.41700000000000004,0.5,0.375,0.043,0.527,1.0,2016-04-23
0.52,0.42,0.172,0.5489999999999999,0.33899999999999997,0.41700000000000004,0.5,0.375,0.043,0.527,1.0,2016-04-24
0.391,0.263,0.09300000000000001,0.445,0.33899999999999997,0.41700000000000004,0.5,0.375,0.043,0.527,1.0,2016-04-25
0.42200000000000004,0.263,0.09300000000000001,0.505,0.41,0.41700000000000004,0.5,0.375,0.043,0.551,1.0,2016-04-26
0.397,0.263,0.09300000000000001,0.536,0.41,0.41700000000000004,0.5,0.375,0.043,0.56,1.0,2016-04-27
0.43200000000000005,0.285,0.039,0.5820000000000001,0.408,0.41700000000000004,0.5,0.375,0.043,0.5489999999999999,1.0,2016-04-28
0.365,0.262,0.003,0.5820000000000001,0.408,0.41700000000000004,0.5,0.375,0.043,0.507,1.0,2016-04-29
0.365,0.262,0.003,0.5820000000000001,0.408,0.41700000000000004,0.5,0.375,0.043,0.506,1.0,2016-04-30
0.42,0.262,0.003,0.5820000000000001,0.408,0.41700000000000004,0.5,0.375,0.043,0.506,1.0,2016-05-01
0.42,0.262,0.003,0.5820000000000001,0.32899999999999996,0.41700000000000004,0.5,0.375,0.10099999999999999,0.506,1.0,2016-05-02
